token	pos	sem	stanford-token	stanford-pos
childhood	NN1	T1.3/T3-	childhood	NN
in	II	Z5[i5.2.1 Z5	in	IN
that	DD1	Z5[i5.2.2 Z5 Z8 S3.2[i6.2.1	that	DT
way	NN1	X4.2 M6 M3/H3 N3.3 A4.1 A1.1.1 T1.3 S3.2[i6.2.2	way	NN
.	.	""	.	.
-----	-----	""	-----	CD
Well	RR	A5.1+ A13.3 A7+ B2+ Z4	Well	UH
,	,	""	,	,
what	DDQ	Z8 Z5	what	WP
can	VM	A7+	can	MD
I	PPIS1	Z4[i7.2.1 Z8mf	I	PRP
say	VVI	Z4[i7.2.2 Q2.1 Z4%	say	VB
?	?	""	?	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
fine	JJ	A5.1+ A4.2+ O4.5 O4.1 W4 N3.2-	fine	JJ
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
more	RRR	A13.3 N6++	more	JJR
than	CSN	Z5	than	IN
fine	JJ	A5.1+ A4.2+ O4.5 O4.1 W4 N3.2-	fine	NN
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
great	JJ	A5.1+ A11.1+ N3.2+ N5+ X5.2+ A13.3	great	JJ
!	!	""	!	.
-----	-----	""	-----	CD
First	MD	N4[i8.3.1 N4	First	NNP
of	IO	N4[i8.3.2 Z5	of	IN
all	DB	N4[i8.3.3 N5.1+	all	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
was	VBDZ	A3+ Z5	was	VBD
a	AT1	Z5	a	DT
kid	NN1	S2mf/T3- S4mf L2	kid	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
nt	XX	S9/Q4.1 Z3c	nt	NNS
know	VVI	X2.2+ S3.2/B1%	know	VB
we	PPIS2	Z8	we	PRP
had	VHD	A9+ Z5 A2.2 S4	had	VBD
a	AT1	Z5	a	DT
totalitarian	JJ	G1.2/S7.1+	totalitarian	JJ
regime	NN1	G1.1 S7.1+ B3	regime	NN
in	II	Z5	in	IN
Russia	NP1	Z2	Russia	NNP
.	.	""	.	.
-----	-----	""	-----	CD
We	PPIS2	Z8	We	PRP
had	VHD	A9+ Z5 A2.2 S4	had	VBD
a	AT1	Z5	a	DT
Socialism	NN1	G1.2	Socialism	NN
.	.	""	.	.
-----	-----	""	-----	CD
And	CC	Z5	And	CC
as	CS31	Z5[i10.5.1 Z5 Z5[i9.3.1	as	RB
far	CS32	Z5[i10.5.2 Z5[i9.3.2	far	RB
as	CS33	Z5[i10.5.3 Z5 Z5[i9.3.3	as	IN
I	PPIS1	Z8mf	I	PRP
was	VBDZ	Z5[i10.5.4 A3+ Z5	was	VBD
concerned	JJ	Z5[i10.5.5 E6- A1.8+ A2.2 S1.1.3+	concerned	VBN
,	,	""	,	,
it	PPH1	Z8	it	PRP
was	VBDZ	A3+ Z5	was	VBD
much	RR	A13.3 N6+	much	RB
better	RRR	A5.1++ G2.2++ O4.2++	better	JJR
than	CSN	Z5	than	IN
Capitalism	NN1	G1.2/I2.1	Capitalism	NN
.	.	""	.	.
-----	-----	""	-----	CD
There	EX	Z5	There	EX
was	VBDZ	A3+ Z5	was	VBD
a	AT1	Z5	a	DT
poster	NN1	Q1.2	poster	NN
in	II	Z5	in	IN
my	APPGE	Z8	my	PRP$
schools	NN2	P1/H1c S5+c L2%c	schools	NNS
library	NN1	Q4.1/H1c	library	NN
with	IW	Z5	with	IN
an	AT1	Z5	an	DT
image	NN1	A6.1+ A8 X3.4 X2.1 C1	image	NN
of	IO	Z5	of	IN
a	AT1	Z5	a	DT
homeless	JJ	H4-	homeless	JJ
person	NN1	S2mfc	person	NN
on	II	I3.1-[i11.3.1 S3.2/G2.2-%[i11.3.1 Z5	on	IN
the	AT	I3.1-[i11.3.2 S3.2/G2.2-%[i11.3.2 Z5	the	DT
streets	NN2	I3.1-[i11.3.3 S3.2/G2.2-%[i11.3.3 M3/H3	streets	NNS
of	IO	Z5	of	IN
New	NP1	Z2[i13.2.1 Z1mf[i12.2.1 Z3c[i12.2.1	New	NNP
York	NP1	Z2[i13.2.2 Z2 Z1mf Z1mf[i12.2.2 Z3c[i12.2.2	York	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Each	DD1	N6+[i14.2.1 N5.1+	Each	DT
time	NNT1	N6+[i14.2.2 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
I	PPIS1	Z8mf	I	PRP
walked	VVD	M1 L2 X9.2+/A12+	walked	VBD
by	II	Z5	by	IN
it	PPH1	Z8	it	PRP
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
was	VBDZ	Z5 A3+	was	VBD
wondering	VVG	X2.1	wondering	VBG
how	RRQ	Z5 A13.3	how	WRB
does	VDZ	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	does	VBZ
it	PPH1	Z8	it	PRP
happen	VVI	A2.1+ A3+ X7-	happen	VB
that	CST	Z5 Z8	that	IN
people	NN	S2mfc	people	NNS
end	VV0	T2-[i15.2.1 T2-	end	VBP
up	RP	T2-[i15.2.2	up	RP
on	II	Z5	on	IN
the	AT	Z5	the	DT
street	NN1	M3/H3	street	NN
?	?	""	?	.
-----	-----	""	-----	CD
And	CC	Z5	And	CC
why	RRQ	A2.2	why	WRB
nobody	PN1	Z8/Z6cmf	nobody	NN
was	VBDZ	Z5 A3+	was	VBD
helping	VVG	S8+	helping	VBG
them	PPHO2	Z8mfn	them	PRP
?	?	""	?	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
just	RR	A14 T3--- T1.3- N3.3---	just	RB
seemed	VVD	A8	seemed	VBD
so	RG	A13.3	so	RB
awful	JJ	O4.2- A5.1- A13.3	awful	JJ
,	,	""	,	,
that	CST	Z8 Z5	that	IN
I	PPIS1	Z8mf	I	PRP
was	VBDZ	Z5 A3+	was	VBD
even	RR	A13.1	even	RB
questioning	VVG	Q2.2	questioning	VBG
if	CSW@	Z7	if	IN
that	DD1	Z8 Z5	that	DT
was	VBDZ	A3+ Z5	was	VBD
true	JJ	A5.2+ A5.4+	true	JJ
or	CC	Z5	or	CC
if	CS	Z7	if	IN
things	NN2	O2 X4.1 A7- S2mf L2mf	things	NNS
were	VBDR	Z5 A3+	were	VBD
slightly	RR	A13.6	slightly	RB
exaggerated	VVN	N5.2+/Q2.2	exaggerated	VBN
.	.	""	.	.
-----	-----	""	-----	CD
At	II	T1.1.1[i16.3.1 Z5	At	IN
that	DD1	T1.1.1[i16.3.2 Z5 Z8	that	DT
time	NNT1	T1.1.1[i16.3.3 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
havent	VV0	Z99	havent	VBP
seen	VVN	X3.4 X2.1 S1.1.1 X2.5+ A7+	seen	VBN
a	AT1	Z5	a	DT
homeless	JJ	H4-	homeless	JJ
person	NN1	S2mfc	person	NN
in	II	Z5	in	IN
my	APPGE	Z8	my	PRP$
life	NN1	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1	life	NN
.	.	""	.	.
-----	-----	""	-----	CD
Me	PPIO1	Z8mf	Me	PRP
at	II	Z5	at	IN
5	MC	N1	5	CD
years	NNT2	T1.3	years	NNS
,	,	""	,	,
Russia	NP1	Z2	Russia	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Me	PPIO1	Z8mf	Me	PRP
5	MC	T3[i18.3.1 N1 T3/S2mf[i17.3.1 T3[i17.3.1	5	CD
years	NNT2	T3[i18.3.2 T1.3 T3/S2mf[i17.3.2 T3[i17.3.2	years	NNS
old	JJ	T3[i18.3.3 T3+ Z4 T3/S2mf[i17.3.3 T3[i17.3.3	old	JJ
,	,	""	,	,
Russia	NP1	Z2	Russia	NNP
.	.	""	.	.
-----	-----	""	-----	CD
In	RR21	N5++[i19.2.1	In	IN
addition	RR22	N5++[i19.2.2	addition	NN
,	,	""	,	,
there	EX	Z5	there	EX
were	VBDR	A3+ Z5	were	VBD
always	RR	N6+++	always	RB
reports	VVZ	Q2.2 S7.1-	reports	NNS
on	II	Z5	on	IN
TV	NN1	Q4.3	TV	NN
about	II	Z5	about	IN
people	NN	S2mfc	people	NNS
losing	VVG	X9.2- A9- M6/A5.3- L1-	losing	VBG
their	APPGE	Z8	their	PRP$
jobs	NN2	I3.1 A1.1.1	jobs	NNS
in	II	Z5	in	IN
US	NP1	Z8	US	NNP
,	,	""	,	,
not	XX	Z6	not	RB
having	VHG	A9+ Z5 A2.2 S4	having	VBG
a	AT1	Z5	a	DT
medical	JJ	B3	medical	JJ
insurance	NN1	I1/A15-	insurance	NN
and	CC	Z5	and	CC
not	XX	Z6	not	RB
getting	VVG	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	getting	VBG
any	DD	N5.1+ N5	any	DT
help	NN1	S8+	help	NN
from	II	Z5	from	IN
their	APPGE	Z8	their	PRP$
government	NN1	G1.1c	government	NN
.	.	""	.	.
-----	-----	""	-----	CD
We	PPIS2	Z8	We	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
nt	XX	S9/Q4.1 Z3c	nt	NNS
have	VHI	A9+ Z5 A2.2 S4	have	VBP
those	DD2	Z5 Z8	those	DT
problems	NN2	A12- X4.1 B2-	problems	NNS
.	.	""	.	.
-----	-----	""	-----	CD
We	PPIS2	Z8	We	PRP
all	DB	N5.1+	all	DT
thought	NN1	X4.1	thought	VBD
Capitalism	NN1	G1.2/I2.1	Capitalism	NN
was	VBDZ	A3+ Z5	was	VBD
evil	JJ	G2.2-	evil	JJ
,	,	""	,	,
and	CC	Z5	and	CC
felt	VVD	X2.1 E1 X3	felt	VBD
very	RG	A13.3	very	RB
lucky	JJ	A1.4+	lucky	JJ
to	TO	Z5	to	TO
be	VBI	Z5 A3+	be	VB
living	VVG	H4 L1+	living	VBG
under	II	Z5	under	IN
Socialism	NN1	G1.2	Socialism	NN
.	.	""	.	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
comparison	NN1	A6.1	comparison	NN
,	,	""	,	,
we	PPIS2	Z8	we	PRP
had	VHD	A9+ Z5 A2.2 S4	had	VBD
100%	NNU	N5.1+	100%	CD
employment	NN1	I3.1	employment	NN
in	II	Z5	in	IN
Russia	NP1	Z2	Russia	NNP
at	II	T1.1.1[i20.3.1 Z5	at	IN
that	DD1	T1.1.1[i20.3.2 Z5 Z8	that	DT
time	NNT1	T1.1.1[i20.3.3 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
(	(	""	(	RB
early	JJ	T1.3[i21.2.1 T3[i21.2.1 T4+ T1.1.1	early	JJ
80s	MC2	T1.3[i21.2.2 T3[i21.2.2 T1.3 N1 T3	80s	CD
)	)	""	)	NN
.	.	""	.	.
-----	-----	""	-----	CD
Apparently	RR	A8	Apparently	RB
,	,	""	,	,
not	XX	Z6	not	RB
working	VVG	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	working	VBG
was	VBDZ	A3+ Z5	was	VBD
illegal	JJ	G2.1-	illegal	JJ
so	CS@	Z5	so	IN
we	PPIS2	Z8	we	PRP
never	RR	T1/Z6	never	RB
saw	VVD	X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ S3.2	saw	VBD
homeless	JJ	H4-	homeless	JJ
people	NN	S2mfc	people	NNS
(	(	""	(	VBP
other	II21	A1.8-[i22.2.1 Z5[i23.2.1	other	JJ
than	II22	A1.8-[i22.2.2 Z5[i23.2.2	than	IN
on	II	Z5	on	IN
those	DD2	Z5 Z8	those	DT
posters	NN2	Q1.2	posters	NNS
)	)	""	)	VBP
on	II	Z5	on	IN
the	AT	Z5	the	DT
street	NN1	M3/H3	street	NN
.	.	""	.	.
-----	-----	""	-----	CD
Crime	NN1	G2.1-	Crime	NN
rate	NN1	N3.8 N5 I1.3	rate	NN
was	VBDZ	A3+ Z5	was	VBD
low	JJ	N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1-	low	JJ
and	CC	Z5	and	CC
every	AT1	N5.1+	every	DT
citizen	NN1	G1.1/S2mf S5+/S2mf	citizen	NN
had	VHD	A9+ Z5 A2.2 S4	had	VBD
access	NN1	M1 A9+ A1.1.1	access	NN
to	TO	Z5	to	TO
free	VVI	S6- A1.7-	free	JJ
education	NN1	P1 X2.3+	education	NN
and	CC	Z5	and	CC
free	JJ	S6- A1.7- A1.5.1- I1.3-	free	JJ
medical	JJ	B3	medical	JJ
system	NN1	X4.2 O3 M3 M4 Q1.3 Y2 B1 N2 G1.1c	system	NN
.	.	""	.	.
-----	-----	""	-----	CD
Life	NN1	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1	Life	NNP
was	VBDZ	A3+ Z5	was	VBD
pretty	RG	A13.5	pretty	RB
good	JJ	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	good	JJ
,	,	""	,	,
very	RG	A13.3	very	RB
stable	JJ	A2.1- S1.2 O4.1	stable	JJ
and	CC	Z5	and	CC
predictable	JJ	Q2.2/T1.1.3 X2.6+	predictable	JJ
,	,	""	,	,
even	RR	A13.1	even	RB
boring	JJ	X5.2- S1.2	boring	VBG
.	.	""	.	.
-----	-----	""	-----	CD
(	(	""	(	CD
which	DDQ	Z8 Z5	which	WDT
reminds	VVZ	X4.1	reminds	VBZ
me	PPIO1	Z8mf	me	PRP
of	IO	Z5	of	IN
life	NN1	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1	life	NN
in	II	Z5	in	IN
Canada	NP1	Z2	Canada	NNP
at	II	T1.1.1[i24.3.1 T1.1.2[i24.3.1 Z5	at	IN
the	AT	T1.1.1[i24.3.2 T1.1.2[i24.3.2 Z5	the	DT
time	NNT1	T1.1.1[i24.3.3 T1.1.2[i24.3.3 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
I	PPIS1	Z8mf	I	PRP
moved	VVD	M2 M1 A2.1+ E1 H4/A2.1	moved	VBD
here	RL	M6 T1.1.2 T1.2	here	RB
1996	MC	N1 T1.2 T3 T1.3 N3.2	1996	CD
)	)	""	)	CD
""""	""""	""	""""	``
Who	PNQS	Z3	Who	WP
gets	VVZ	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	gets	VBZ
the	AT	Z5	the	DT
profit	NN1	I1.1 A5.1+	profit	NN
?	?	""	?	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
USSR	NP1	Z2	USSR	NN
-	-	""	-	:
Citizens	NN2	G1.1/S2mf S5+/S2mf	Citizens	NNPS
.	.	""	.	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
Capitalists	NN2	I1.1/G1.2	Capitalists	NNPS
countries	NN2	M7	countries	NNS
-	-	""	-	:
Capitalists	NN2	I1.1/G1.2	Capitalists	NNPS
get	VV0	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VBP
the	AT	Z5	the	DT
lion	NN1	L2mfn	lion	NN
share	NN1	S1.1.2+ I1.1	share	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
profit	NN1	I1.1 A5.1+	profit	NN
.	.	""	.	.
""""	""""	""	""""	''
-----	-----	""	-----	CD
-	-	""	-	:
Soviet	JJ	Z2	Soviet	JJ
era	NN1	T1.3	era	NN
Poster	NN1	Q1.2	Poster	NN
.	.	""	.	.
-----	-----	""	-----	CD
Who	PNQS	Z8	Who	WP
gets	VVZ	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	gets	VBZ
the	AT	Z5	the	DT
Profit	NN1	I1.1 A5.1+	Profit	NN
?	?	""	?	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
USSR	NP1	Z2	USSR	NNP
Citizens	NN2	G1.1/S2mf S5+/S2mf	Citizens	NNPS
.	.	""	.	.
-----	-----	""	-----	CD
In	II	Z5	In	IN
Capitalistss	NP1	Z99	Capitalistss	JJ
countries	NN2	M7	countries	NNS
Capitalists	NN2	I1.1/G1.2	Capitalists	NNPS
get	VV0	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VBP
the	AT	Z5	the	DT
lion	NN1	L2mfn	lion	NN
share	NN1	S1.1.2+ I1.1	share	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
Profit	NN1	I1.1 A5.1+	Profit	NN
.	.	""	.	.
-----	-----	""	-----	CD
Soviet	JJ	Z2	Soviet	JJ
era	NN1	T1.3	era	NN
Poster	NN1	Q1.2	Poster	NNP
Everybody	PN1	Z8/N5.1+c	Everybody	NN
knew	VVD	X2.2+ S3.2/B1%	knew	VBD
each	PPX221	Z8[i25.2.1	each	DT
other	PPX222	Z8[i25.2.2	other	JJ
in	II	Z5	in	IN
our	APPGE	Z8	our	PRP$
neighbourhood	NN1	N3.3-/H3c N3.3-/S2mf M7/N3.3-	neighbourhood	NN
.	.	""	.	.
-----	-----	""	-----	CD
There	EX	Z5	There	EX
were	VBDR	A3+ Z5	were	VBD
always	RR	N6+++	always	RB
ladies	NN2	S2.1f S7.1+/S2.1f B4/H1	ladies	NNS
sitting	VVG	M8 C1 P1 G1.1 G2.1 M6 A9+	sitting	VBG
on	II	Z5	on	IN
a	AT1	Z5	a	DT
bench	NN1	H5 G2.1c	bench	NN
outside	II21	M6[i26.2.1 A1.8-[i26.2.1 Z5	outside	IN
of	II22	M6[i26.2.2 A1.8-[i26.2.2	of	IN
their	APPGE	Z8	their	PRP$
houses	NN2	H1 P1/S5+c G1.1c	houses	NNS
,	,	""	,	,
knitting	VVG	B5 S5+ B2+ B1	knitting	VBG
something	PN1	Z8	something	NN
or	CC	Z5	or	CC
chatting	VVG	Q2.1	chatting	VBG
with	IW	Z5	with	IN
their	APPGE	Z8	their	PRP$
neighbours	NN2	H3/S2mf N3.3-/S2mf M7/N3.3-	neighbours	NNS
a	AT1	Z5	a	DT
type	NN1	A4.1 A6.2+ S1.2 Q1.2	type	NN
of	IO	Z5	of	IN
Neighbourhood	NN1	G2.1c[i27.2.1 N3.3-/H3c N3.3-/S2mf M7/N3.3-	Neighbourhood	NNP
Watch	NN1	G2.1c[i27.2.2 T1/O2 M4	Watch	NNP
,	,	""	,	,
I	PPIS1	Z4[i28.2.1 Z8mf	I	PRP
guess	VV0	Z4[i28.2.2 X2.1/A7-	guess	VBP
.	.	""	.	.
-----	-----	""	-----	CD
Parents	NN2	S4mf A9+	Parents	NNS
never	RR	T1/Z6	never	RB
worried	VVN@	E6-	worried	VBN
about	II	Z5	about	IN
leaving	VVG	M1 M2 A1.1.1 A1.9 A9- T2-	leaving	VBG
kids	NN2	S2mf/T3- S4mf L2	kids	NNS
to	TO	Z5	to	TO
play	VVI	K1 K5.1 K5.2 K2 K3 A1.1.1 K6	play	VB
all	DB	T1.3+[i29.2.1 N5.1+	all	DT
day	NNT1	T1.3+[i29.2.2 T1.3	day	NN
outside	RL	M6 S5-	outside	RB
.	.	""	.	.
-----	-----	""	-----	CD
Nobody	PN1	Z8/Z6cmf	Nobody	NN
locked	VVD	A1.7+	locked	VBN
their	APPGE	Z8	their	PRP$
doors	NN2	H2	doors	NNS
.	.	""	.	.
-----	-----	""	-----	CD
People	NN	S2mfc	People	NNS
trusted	JJ	X2.1 A9- E6+ X2.6	trusted	VBD
and	CC	Z5	and	CC
helped	VVD	A9+[i30.2.1 S8+	helped	VBD
each	PPX221	A9+[i30.2.2 Z8[i31.2.1	each	DT
other	PPX222	A6.1- A6.1-/Z8 Z8[i31.2.2	other	JJ
a	RR21@	A13.3[i32.2.1 N6+[i32.2.1	a	DT
lot	RR22	A13.3[i32.2.2 N6+[i32.2.2	lot	NN
.	.	""	.	.
-----	-----	""	-----	CD
Because	CS	Z5/A2.2	Because	IN
we	PPIS2	Z8	we	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
nt	XX	S9/Q4.1 Z3c	nt	NNS
have	VHI	A9+ Z5 A2.2 S4	have	VBP
rich	JJ	I1.1+ O4.1 N5+ X5.2+ E4.1+	rich	JJ
and	CC	Z5	and	CC
poor	JJ	I1.1- A5.1- N5- E4.1- X9.1-	poor	JJ
,	,	""	,	,
we	PPIS2	Z8	we	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
nt	XX	S9/Q4.1 Z3c	nt	NNS
have	VHI	A9+ Z5 A2.2 S4	have	VBP
bad	JJ	A5.1- G2.2- O4.2- B2-	bad	JJ
parts	NN2	N5.1- O2 M7 I3.1 S1.1.3+ K4	parts	NNS
in	II	Z5	in	IN
the	AT	Z5	the	DT
city	NN1	M7c M7/I2.1c	city	NN
(	(	""	(	NN
priority	NN1	A11.1+	priority	NN
neighbourhoods	NN2	N3.3-/H3c N3.3-/S2mf M7/N3.3-	neighbourhoods	NNS
,	,	""	,	,
as	CSA	Z5	as	IN
they	PPHS2	Z8mfn	they	PRP
are	VBR	Z5 A3+	are	VBP
called	VVN	Q2.2 S1.1.1 Q1.3 S9%	called	VBN
in	II	Z5	in	RP
Canada	NP1	Z2	Canada	NNP
)	)	""	)	CD
.	.	""	.	.
-----	-----	""	-----	CD
All	DB	N5.1+	All	DT
areas	NN2	M7 A4.1 N3.6	areas	NNS
of	IO	Z5	of	IN
the	AT	Z5	the	DT
city	NN1	M7c M7/I2.1c	city	NN
were	VBDR	A3+ Z5	were	VBD
good	JJ	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	good	JJ
and	CC	Z5	and	CC
safe	JJ	A15+ A7+	safe	JJ
.	.	""	.	.
-----	-----	""	-----	CD
Exchanging	VVG	A9/S1.1.2+ A2.1+	Exchanging	VBG
food	NN1	F1	food	NN
and	CC	Z5	and	CC
cooking	VVG	F1	cooking	NN
for	IF	Z5	for	IN
each	PPX221	Z8[i33.2.1	each	DT
other	PPX222	Z8[i33.2.2	other	JJ
was	VBDZ	A3+ Z5	was	VBD
pretty	RG	A13.5	pretty	RB
common	JJ	A6.2+ N5++ S5+ O4.2-	common	JJ
in	II	T1.1.1[i34.3.1 Z5	in	IN
those	DD2	T1.1.1[i34.3.2 Z5 Z8	those	DT
days	NNT2	T1.1.1[i34.3.3 T1.3	days	NNS
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
remember	VV0	X2.2+	remember	VBP
we	PPIS2	Z8	we	PRP
never	RR	T1/Z6	never	RB
had	VHN@	A9+ Z5 A2.2 S4	had	VBD
a	AT1	Z5	a	DT
full	JJ	N5.1+ I3.2+	full	JJ
set	NN1	N5 N2 K4 O4.1 O3 S5+c O4.5 K5.1%	set	NN
of	IO	Z5	of	IN
dishes	NN2	O2 F1 Q4.3 O4.2+%	dishes	NNS
in	II	Z5	in	IN
our	APPGE	Z8	our	PRP$
cupboard	NN1	H5	cupboard	NN
,	,	""	,	,
because	CS	Z5/A2.2	because	IN
most	DAT	N5+++	most	JJS
of	IO	Z5	of	IN
the	AT	Z5	the	DT
times	NNT2	T1 T1.2 T1.3 T1.1.2 N6 N1	times	NNS
they	PPHS2	Z8mfn	they	PRP
were	VBDR	A3+ Z5	were	VBD
at	II	Z5	at	IN
our	APPGE	Z8	our	PRP$
neighbours	NN2	H3/S2mf N3.3-/S2mf M7/N3.3-	neighbours	NNS
house	NN1	H1 P1/S5+c G1.1c	house	NN
.	.	""	.	.
-----	-----	""	-----	CD
At	II	T1.1.2[i35.4.1 Z5	At	IN
the	AT	T1.1.2[i35.4.2 Z5	the	DT
same	DA	T1.1.2[i35.4.3 A6.1+++	same	JJ
time	NNT1	T1.1.2[i35.4.4 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
,	,	""	,	,
we	PPIS2	Z8	we	PRP
had	VHD	A9+ Z5 A2.2 S4	had	VBD
many	DA2	N5+	many	JJ
other	JJ	A6.1-	other	JJ
dishes	NN2	O2 F1 Q4.3 O4.2+%	dishes	NNS
in	II	Z5	in	IN
the	AT	Z5	the	DT
cupboard	NN1	H5	cupboard	NN
that	CST	Z8 Z5	that	WDT
were	VBDR	A3+ Z5	were	VBD
not	XX	Z6	not	RB
ours	PPGE	Z8	ours	JJ
.	.	""	.	.
-----	-----	""	-----	CD
It	PPH1	Z8	It	PRP
was	VBDZ	A3+ Z5	was	VBD
normal	JJ	A6.2+	normal	JJ
to	TO	Z5	to	TO
knock	VVI	X3.2 A1.1.1 E3- Q2.2 S3.2@	knock	VB
on	II	Z5	on	IN
your	APPGE	Z8	your	PRP$
neighbours	NN2	H3/S2mf N3.3-/S2mf M7/N3.3-	neighbours	NNS
door	NN1	H2 H1@	door	NN
and	CC	Z5	and	CC
ask	VVI	Q2.2	ask	VB
for	IF	Z5	for	IN
milk	NN1	F2 O1.2	milk	NN
