token	pos	sem	stanford-token	stanford-pos
and	CC	Z5	and	CC
a	AT1	Z5	a	DT
bite	NN1	B1 F1 X3.1 N5+	bite	NN
there	EX	Z5	there	RB
can	VM	A7+	can	MD
add	VVI	A3+[i11.3.1 N5+/A2.1 N2 A1.8+	add	VB
up	II21	A3+[i11.3.2 Z5 Z5[i12.2.1 Z5[i13.2.1 X6+[i13.2.1	up	RP
to	II22	A3+[i11.3.3 Z5 Z5[i12.2.2 Z5[i13.2.2 X6+[i13.2.2	to	TO
a	AT1	Z5	a	DT
TON	NNU1	N3.5 N5+	TON	NN
of	IO	Z5	of	IN
calories	NNU2	N3/F1	calories	NNS
,	,	""	,	,
which	DDQ	Z8 Z5	which	WDT
will	VM	T1.1.3	will	MD
turn	VVI	A2.1+[i14.2.1 M2 M1 O4.4 A1.1.1 A2.1+ O4.2-	turn	VB
into	II	A2.1+[i14.2.2 Z5	into	IN
unwanted	JJ	X7-	unwanted	JJ
pounds	NN2	M7	pounds	NNS
To	TO	Z5	To	TO
avoid	VVI	A1.9 M1	avoid	VB
that	DD1	Z8 Z5	that	IN
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
make	VV0	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VBP
appetizers	NN2	F1/N4 O4.2+	appetizers	NNS
that	CST	Z8 Z5	that	WDT
are	VBR	A3+ Z5	are	VBP
fun	JJ	E4.1+	fun	NN
,	,	""	,	,
tasty	JJ	X3.1+ X7+/S3.2	tasty	JJ
,	,	""	,	,
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
AND	CC	Z5	AND	CC
super	JJ	A5.1+	super	JJ
easy	JJ	A12+	easy	JJ
to	TO	Z5	to	TO
make	VVI	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
.	.	""	.	.
-----	-----	""	-----	CD
You	PPY	Z8mf	You	PRP
will	VM	T1.1.3	will	MD
not	XX	Z6	not	RB
find	VVI	A10+ X2.1 X6+	find	VB
any	DD	N5.1+ N5	any	DT
baked	JJ	F1 O4.6	baked	JJ
cheese	NN1	F1	cheese	NN
balls	NN2	Z4	balls	NNS
or	CC	Z5	or	CC
bacon	NN1	F1	bacon	NN
wrapped	VVD	A1.1.1	wrapped	VBD
bread	NN1	F1 I1.1	bread	NN
at	II	Z5	at	IN
my	APPGE	Z8	my	PRP$
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
.	.	""	.	.
-----	-----	""	-----	CD
Today	RT	T1.1.2	Today	NN
I	PPIS1	Z8mf	I	PRP
want	VV0	X7+ S6+ A7+ S3.2 A9-	want	VBP
to	TO	Z5	to	TO
share	VVI	S1.1.2+	share	VB
FIVE	MC	N1 T3 T1.2	FIVE	CD
of	IO	Z5	of	IN
my	APPGE	Z8	my	PRP$
favorite	JJ	E2+++	favorite	JJ
appetizers	NN2	F1/N4 O4.2+	appetizers	NNS
for	IF	Z5	for	IN
your	APPGE	Z8	your	PRP$
New	JJ	T1.3/K1[i15.2.1 T3-	New	NNP
Years	NNT2	T1.3/K1[i15.2.2 T1.3	Years	NNS
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
that	CST	Z8 Z5	that	WDT
do	VD0	Z5 A1.1.1 G2.2- X9.2+ E3- N5+ G2.1%	do	VBP
not	XX	Z6	not	RB
require	VVI	X7+ S6+	require	VB
fancy	JJ	O4.2+	fancy	JJ
ingredients	NN2	O1	ingredients	NNS
,	,	""	,	,
take	VV0	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@	take	VB
very	RG	A13.3	very	RB
little	DA1	N5-	little	JJ
time	NNT1	T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
to	TO	Z5	to	TO
make	VVI	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
,	,	""	,	,
but	CCB	Z5	but	CC
will	VM	T1.1.3	will	MD
surely	RR	A7+	surely	RB
impress	VVI	X5.2+ A11.1+ A1.1.1	impress	VB
your	APPGE	Z8	your	PRP$
guests	NN2	S2mf	guests	NNS
(	(	""	(	VBP
so	RR	Z5 A13.3	so	RB
keep	VV0	A9+ N6+ T2++ A1.7+ A2.2 F4 S8+ H4	keep	VB
the	AT	Z5	the	DT
recipes	NN2	F1 X4.2	recipes	NNS
close	VV0	N3.3-[i16.2.1 A1.1.1 A10- T2-	close	RB
by	RP%	N3.3-[i16.2.2 M6	by	IN
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
promise	VV0	A7+/Q2.2 A8	promise	VBP
your	APPGE	Z8	your	PRP$
friends	NN2	S3.1/S2mf	friends	NNS
will	VM	T1.1.3	will	MD
be	VBI	Z5 A3+	be	VB
asking	VVG	Q2.2 I1.3	asking	VBG
)	)	""	)	NN
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Veras	NP2	Z1f	Veras	NNP
TOP	NN1	A5.1+++[i17.2.1 M6 N4 N5.1+ O2 B5 K6 N5.1-	TOP	NNP
FIVE	MC	A5.1+++[i17.2.2 N1 T3 T1.2	FIVE	CD
HEALTHY	JJ	B2+ X9.2+ A5.1+	HEALTHY	JJ
PARTY	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	PARTY	NN
RECIPES	NN2	F1 X4.2	RECIPES	NNS
.	.	""	.	.
-----	-----	""	-----	CD
RAW	JJ	F1 O4.1 B2- X9.1- O4.6- A5.1- A5.2+@	RAW	NN
ZUCCHINI	NN	B1 L3 S2/N5+ K5.1 F2 M2 N5- T2- A1.1.2 S7.1+ F1 X9.1-/S2mf T1.3	ZUCCHINI	NN
ROLLS	NN2	Z3c	ROLLS	VBZ
.	.	""	.	.
-----	-----	""	-----	CD
These	DD2	Z8 Z5	These	DT
are	VBR	A3+ Z5	are	VBP
super	JJ	A5.1+	super	JJ
cute	JJ	O4.2+	cute	JJ
and	CC	Z5	and	CC
just	RR	A14 T3--- T1.3- N3.3---	just	RB
as	RG	A13	as	IN
delicious	JJ	X3.1+ O4.2+	delicious	JJ
.	.	""	.	.
-----	-----	""	-----	CD
No	AT	Z6	No	DT
cooking	NN1	F1	cooking	NN
required	VVN	X7+ S6+	required	VBN
.	.	""	.	.
-----	-----	""	-----	CD
What	DDQ	Z8 Z5	What	WP
you	PPY	Z8mf	you	PRP
need	VV0	S6+	need	VBP
(	(	""	(	CD
9	MC	N1 T1.2 T3 T1.3 N3.2	9	CD
rolls	NN2	O2 F1 M1 Q1.2	rolls	NNS
)	)	""	)	RB
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
zucchini	NN	B1 L3 S2/N5+ K5.1 F2 M2 N5- T2- A1.1.2 S7.1+ F1 X9.1-/S2mf T1.3	zucchini	NNS
Fresh	JJ	T3- O4.2+ B1 W4 S1.2.3+	Fresh	JJ
parsley	NN1	F1 L3	parsley	NN
1/2	MF	N1 N5	1/2	CD
carrot	NN1	F1 S8+	carrot	NN
1/2	MF	N1 N5	1/2	CD
persian	JJ	Z2 Z2/Q3	persian	JJ
cucumber	NN1	F1	cucumber	NN
(	(	""	(	NN
these	DD2	Z8 Z5	these	DT
are	VBR	A3+ Z5	are	VBP
sweeter	JJR	X3.1 O4.2++	sweeter	RBR
,	,	""	,	,
but	CCB	Z5	but	CC
you	PPY	Z8mf	you	PRP
can	VM	A7+	can	MD
use	VVI	A1.5.1 S7.1+	use	VB
any	DD	N5.1+ N5	any	DT
cucumber	NN1	F1	cucumber	NN
)	)	""	)	CD
1/2	MF	N1 N5	1/2	CD
red	JJ	O4.3 G1.2	red	JJ
bell	NN1	O2/X3.2 O4.4	bell	NN
pepper	NN1	F1	pepper	NN
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
tbsp	NNU	I1	tbsp	NN
whipped	JJ@	Z99	whipped	VBD
cream	NN1	F1[i18.2.1 F1 B3 O1.2 O4.3 A5.1+++	cream	NN
cheese	NN1	F1[i18.2.2 F1	cheese	NN
(	(	""	(	CD
or	CC	Z5	or	CC
replace	VV0	A2.1+ M2	replace	VB
with	IW	Z5	with	IN
hummus	NN1	F1 N3.6 N3.3 N5+/A2.1 A6.3+ Q4.2 A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5 T1.3 O1.1	hummus	NN
for	IF	Z5	for	IN
a	AT1	Z5	a	DT
dairy	NN1	F4/Z6[i19.2.1 F4	dairy	NN
free	JJ	F4/Z6[i19.2.2 S6- A1.7- A1.5.1- I1.3-	free	JJ
option	NN1	X7+ I2.1 P1	option	NN
but	CCB	Z5	but	CC
make	VV0	A7+[i20.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VBP
sure	JJ	A7+[i20.2.2 A7+ Z4	sure	JJ
to	TO	Z5	to	TO
adjust	VVI	A2.1+	adjust	VB
the	AT	Z5	the	DT
macros	NN2	Y2	macros	NNS
)	)	""	)	VBP
How	RRQ	Z5 A13.3	How	WRB
to	TO	Z5	to	TO
make	VVI	X9.2+[i21.2.1 M1[i21.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
it	PPH1	X9.2+[i21.2.2 M1[i21.2.2 Z8	it	PRP
:	:	""	:	:
Peel	VV0	F1/L3 A1.1.1 B1	Peel	NNP
the	AT	Z5	the	DT
zucchini	NN	B1 L3 S2/N5+ K5.1 F2 M2 N5- T2- A1.1.2 S7.1+ F1 X9.1-/S2mf T1.3	zucchini	NNS
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Slice	VV0	A1.1.1	Slice	VBP
the	AT	Z5	the	DT
carrot	NN1	F1 S8+	carrot	NN
,	,	""	,	,
cucumber	NN1	F1	cucumber	NN
and	CC	Z5	and	CC
bell	NN1	O2/X3.2 O4.4	bell	NN
pepper	NN1	F1	pepper	NN
.	.	""	.	.
-----	-----	""	-----	CD
Make	VV0	A7+[i22.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	Make	NNP
sure	JJ	A7+[i22.2.2 A7+ Z4	sure	JJ
they	PPHS2	Z8mfn	they	PRP
are	VBR	A3+ Z5	are	VBP
similar	JJ	A6.1+	similar	JJ
length	NN1	N3.7 T1.3 M4	length	NN
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Put	VV0	M2 Q2.1 Q2.2 A1.1.1	Put	VBD
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tsp	NNU	I1	tsp	NN
of	IO	Z5	of	IN
cream	NN1	F1[i23.2.1 F1 B3 O1.2 O4.3 A5.1+++	cream	NN
cheese	NN1	F1[i23.2.2 F1	cheese	NN
on	II	Z5	on	IN
a	AT1	Z5	a	DT
zucchini	NN	B1 L3 S2/N5+ K5.1 F2 M2 N5- T2- A1.1.2 S7.1+ F1 X9.1-/S2mf T1.3	zucchini	NN
slice	VV0	A1.1.1	slice	NN
,	,	""	,	,
arrange	VV0	S7.1+ A1.1.1	arrange	VBP
a	AT1	N5[i24.2.1 S4[i24.2.1 Z5	a	DT
couple	NN1	N5[i24.2.2 S4[i24.2.2 N5+ S4c	couple	NN
of	IO	Z5	of	IN
pieces	NN2	N5.1- O2 Q4 K2 K4 G3@	pieces	NNS
of	IO	Z5	of	IN
each	DD1	N5.1+	each	DT
vegetable	NN1	F1 X9.1-/S2mf	vegetable	NN
and	CC	Z5	and	CC
a	AT1	Z5	a	DT
piece	NN1	N5.1- O2 Q4 K2 K4 G3@	piece	NN
of	IO	Z5	of	IN
parsley	NN1	F1 L3	parsley	NN
.	.	""	.	.
-----	-----	""	-----	CD
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Roll	VV0	M1 M2 A1.1.1	Roll	NNP
the	AT	Z5	the	DT
zucchini	NN	B1 L3 S2/N5+ K5.1 F2 M2 N5- T2- A1.1.2 S7.1+ F1 X9.1-/S2mf T1.3	zucchini	NNS
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Macros	NN2	Z3c	Macros	NNP
(	(	""	(	CD
per	II	Z5	per	IN
one	MC1	N1 T3 T1.2	one	CD
roll	NN1	O2 F1 Q1.2 M1	roll	NN
)	)	""	)	NN
:	:	""	:	:
Calories	NNU2	N3/F1	Calories	NNS
:	:	""	:	:
22	MC	N1 T1.2 T3 T1.3 N3.2	22	CD
Protein	NN1	O1	Protein	NN
:	:	""	:	:
0.7	MC	N1 T1.2 T3 T1.3 N3.2	0.7	CD
gr	NNU	N3.5	gr	NN
Carbs	NN2@	Z99	Carbs	NNS
:	:	""	:	:
1.7	MC	N1 T1.2 T3 T1.3 N3.2	1.7	CD
gr	NNU	N3.5	gr	NN
Fat	NN1	O1	Fat	NNP
:	:	""	:	:
1.3	MC	N1 T1.2 T3 T1.3 N3.2	1.3	CD
gr	NNU	N3.5	gr	NN
SALMON	NN	Z1	SALMON	NNP
BITE	VV0	B1 A12-	BITE	NNP
.	.	""	.	.
-----	-----	""	-----	CD
These	DD2	Z5 Z8	These	DT
little	JJ	N3.2- T3- N3.7- N3.3- T1.3- A11.1-	little	JJ
appetizers	NN2	F1/N4 O4.2+	appetizers	NNS
are	VBR	A3+ Z5	are	VBP
always	RR	N6+++	always	RB
a	AT1	Z5	a	DT
hit	NN1@	E3- X9.2+ K3 G3	hit	NN
at	II	Z5	at	IN
my	APPGE	Z8	my	PRP$
parties	NN2	S1.1.3+ G1.2 S1.1.3+/S2mf S5+	parties	NNS
.	.	""	.	.
-----	-----	""	-----	CD
They	PPHS2	Z8mfn	They	PRP
are	VBR	A3+ Z5	are	VBP
a	AT1	Z5	a	DT
perfect	JJ	A5.1+++ A1.2+++ Q3	perfect	JJ
combo	NN1	K2 O4.2+ K2c A4.1 S5+c O2 S5+ A4.1c B3% K1 K2/S5c K2/H2	combo	NN
of	IO	Z5	of	IN
protein	NN1	O1	protein	NN
,	,	""	,	,
carbs	NN2	Z99	carbs	NNS
and	CC	Z5	and	CC
fat	JJ	N3.2+ N5+ O4.4 O4.2	fat	JJ
to	TO	Z5	to	TO
satisfy	VVI	E4.2+ A1.2+	satisfy	VB
even	RR	A13.1	even	RB
the	AT	Z5	the	DT
hungriest	JJT	F1-/B1 S1.2.2+ A1.5.1/N5+	hungriest	JJS
person	NN1	S2mfc	person	NN
.	.	""	.	.
-----	-----	""	-----	CD
What	DDQ	Z8 Z5	What	WP
you	PPY	Z8mf	you	PRP
need	VV0	S6+	need	VBP
(	(	""	(	CD
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
bites	NN2	B1 F1 X3.1 N5+	bites	VBZ
)	)	""	)	CD
:	:	""	:	:
1.5	MC	N1 T1.2 T3 T1.3 N3.2	1.5	CD
oz	NNU	N3.5	oz	NN
of	IO	Z5	of	IN
salmon	NN	F1 L2mfnc	salmon	NN
sashimi	NN2	O2 F1 Q4.3 O4.2+% F1/A1.1.1	sashimi	NN
(	(	""	(	CD
find	VV0	A10+ X2.1 X6+	find	VBP
the	AT	Z5	the	DT
recipe	NN1	F1 X4.2	recipe	NN
HERE	RL	M6 T1.1.2 T1.2	HERE	RB
)	)	""	)	VBD
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tbsp	NNU	I1	tbsp	NN
of	IO	Z5	of	IN
whipped	JJ@	Z99	whipped	VBN
cream	NN1	F1[i25.2.1 F1 B3 O1.2 O4.3 A5.1+++	cream	NN
cheese	NN1	F1[i25.2.2 F1	cheese	NN
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
crackers	NN2	F1 O2	crackers	NNS
(	(	""	(	CD
I	ZZ1%	Z8	I	PRP
used	JJ	A1.5.1 T3+	used	VBD
Crunch	NN1	X3.2 F1 A11.1+	Crunch	VB
Master	NN1	S7.1+/S2.2m X9.1+/S2.2m P1/S2.2m P1 C1/S2.2m S9/S2.2m	Master	NN
Multi	JJ	N5+	Multi	NNP
Grain	NN1	N5- F1 L3 O4.5	Grain	NNP
,	,	""	,	,
you	PPY	Z8mf	you	PRP
can	VM	A7+	can	MD
find	VVI	A10+ X2.1 X6+	find	VB
them	PPHO2	Z8mfn	them	PRP
at	II	Z5	at	IN
Costco	NP1	Z99	Costco	NNP
)	)	""	)	CD
Fresh	JJ	T3- O4.2+ B1 W4 S1.2.3+	Fresh	JJ
dill	NN1	L3 F1 I4/H1c O2 A10-/S2mf F4 M2 S1.2.5-/S2mf F3	dill	NN
How	RRQ	Z5 A13.3	How	WRB
to	TO	Z5	to	TO
make	VVI	X9.2+[i26.2.1 M1[i26.2.1 A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
it	PPH1	X9.2+[i26.2.2 M1[i26.2.2 Z8	it	PRP
:	:	""	:	:
Put	VV0	M2 Q2.1 Q2.2 A1.1.1	Put	VB
1	MC1	N1 T1.2 T3 T1.3 N3.2	1	CD
tsp	NNU	I1	tsp	NN
of	IO	Z5	of	IN
cream	NN1	F1[i27.2.1 F1 B3 O1.2 O4.3 A5.1+++	cream	NN
cheese	NN1	F1[i27.2.2 F1	cheese	NN
on	II31	M6[i28.3.1 N5++[i28.3.1 X2.2+[i28.3.1 Z5 Z5[i29.3.1	on	IN
top	II32	M6[i28.3.2 N5++[i28.3.2 X2.2+[i28.3.2 Z5[i29.3.2	top	NN
of	II33	M6[i28.3.3 N5++[i28.3.3 X2.2+[i28.3.3 Z5[i29.3.3	of	IN
a	AT1	Z5	a	DT
cracker	NN1	O2 O4.2+/S2.1f A5.1+ F1	cracker	NN
,	,	""	,	,
add	VV0	N5+/A2.1 N2 A1.8+	add	VB
1/2	MF	N1 N5	1/2	CD
oz	NNU	N3.5	oz	NN
of	IO	Z5	of	IN
salmon	NN	F1 L2mfnc	salmon	NN
and	CC	Z5	and	CC
decorate	VV0	O4.2+ C1/H1 S1.1.4+	decorate	VB
with	IW	Z5	with	IN
dill	NN1	L3 F1 I4/H1c O2 A10-/S2mf F4 M2 S1.2.5-/S2mf F3	dill	NN
.	.	""	.	.
-----	-----	""	-----	CD
Thats	VVZ	Z5 Z8 A13.3 A6.1+	Thats	NNS
all	DB	N5.1+	all	DT
!	!	""	!	.
healthy	JJ	B2+ X9.2+ A5.1+	healthy	JJ
party	NN1	K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c	party	NN
recipes	NN2	F1 X4.2	recipes	NNS
Macros	NN2	Z3c	Macros	NNP
(	(	""	(	CD
per	II	Z5	per	IN
one	MC1	N1 T3 T1.2	one	CD
)	)	""	)	CD
:	:	""	:	:
Calories	NNU2	N3/F1	Calories	NNS
:	:	""	:	:
31	MC	N1 T1.2 T3 T1.3 N3.2	31	CD
Protein	NN1	O1	Protein	NN
:	:	""	:	:
3.2	MC	N1 T1.2 T3 T1.3 N3.2	3.2	CD
gr	NNU	N3.5	gr	NN
Carbs	NN2@	Z99	Carbs	NNS
:	:	""	:	:
1.6	MC	N1 T1.2 T3 T1.3 N3.2	1.6	CD
gr	NNU	N3.5	gr	NN
Fat	NN1	O1	Fat	NNP
:	:	""	:	:
2.3	MC	N1 T1.2 T3 T1.3 N3.2	2.3	CD
gr	NNU	N3.5	gr	NN
EGGPLANT	NN1	L3 F1 B2-/X1 S1.2.6- X5.2+ E4.1+ A13.3 Z3c X9.1-/S2mf W3 Z1mf N3.2+ L3/H3 M7/L3 F4 L2 Q2.2 I4/H1c O2 A10-/S2mf M2	EGGPLANT	JJ
ROLLS	NN2	Z3c	ROLLS	NNS
.	.	""	.	.
-----	-----	""	-----	CD
My	APPGE	Z8	My	PRP$
mom	NN1	S4/S2.1f	mom	NN
used	VMK	T1.1.1[i30.2.1 A6.2+[i30.2.1	used	VBN
to	TO	T1.1.1[i30.2.2 A6.2+[i30.2.2 Z5	to	TO
