token	pos	sem	stanford-token	stanford-pos
part	NN1	N5.1- O2 M7 I3.1 S1.1.3+ K4	part	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
plan	NN1	X7+ C1/H1	plan	NN
is	VBZ	A3+ Z5	is	VBZ
to	TO	Z5	to	TO
find	VVI	X2.3+[i3.2.1 A10+ X2.1 X6+	find	VB
it	PPH1	Z8	it	PRP
out	RP	X2.3+[i3.2.2 M6	out	RP
!	!	""	!	.
-----	-----	""	-----	CD
:	:	""	:	:
)	)	""	)	CD
I	PPIS1	Z8mf	I	PRP
am	VBM	A3+ Z5	am	VBP
sure	JJ	A7+ Z4	sure	JJ
it	PPH1	Z8	it	PRP
wont	NN1	A6.2+	wont	VBD
be	VBI	A3+ Z5	be	VB
easy	JJ	A12+	easy	JJ
to	TO	Z5	to	TO
achieve	VVI	A9+ X9.2+	achieve	VB
my	APPGE	Z8	my	PRP$
ambitious	JJ	X7+	ambitious	JJ
goals	NN2	K5.1 X7+	goals	NNS
,	,	""	,	,
and	CC	Z5	and	CC
it	PPH1	Z8	it	PRP
will	VM	T1.1.3	will	MD
require	VVI	X7+ S6+	require	VB
a	AT1	N5+[i4.2.1 N6+[i4.2.1 A13.3[i4.2.1 Z5	a	DT
lot	NN1	N5+[i4.2.2 N6+[i4.2.2 A13.3[i4.2.2	lot	NN
of	IO	Z5	of	IN
efforts	NN2	X8+ O2	efforts	NNS
.	.	""	.	.
-----	-----	""	-----	CD
But	CCB	Z5	But	CC
,	,	""	,	,
as	CSA	Z5	as	IN
Kennedy	NP1	Z1mf	Kennedy	NNP
said	VVD	Q2.1	said	VBD
We	PPIS2	Z8	We	PRP
choose	VV0	X7+	choose	VB
to	TO	Z5	to	TO
go	VVI	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	go	VB
to	II	Z5	to	TO
the	AT	Z5	the	DT
moon	NN1	W1	moon	NN
in	II	Z5	in	IN
this	DD1	M6 Z5 Z8	this	DT
decade	NNT1	T1.3	decade	NN
,	,	""	,	,
not	XX	Z6	not	RB
because	CS	Z5/A2.2	because	IN
it	PPH1	Z8	it	PRP
'	NULL	""	'	''
s	ZZ1	Z5	s	VBZ
easy	JJ	A12+	easy	JJ
,	,	""	,	,
but	CCB	Z5	but	CC
because	CS	Z5/A2.2	because	IN
it	PPH1	Z8	it	PRP
'	NULL	""	'	''
s	ZZ1	Z5	s	VBZ
hard	JJ	O4.5 A12- S1.2.5+ O4.1	hard	JJ
-	-	""	-	:
JFK	NP1	Z1m	JFK	NN
CLICK	VV0	X3.2 Y2 X2.5+ S1.2.1+	CLICK	NN
TO	TO	Z5	TO	TO
TWEET	VVI	O4.1 B2+ A5.1+ A13.2 X3.2 Q2.2 A8 N3.1% X8+ T2+ S1.1.2+ M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1% E3- N5- A12- N3.2- G2.1-/A9+ M2 S2/N5+ I1/A1.7+ S7.1+ M2/O1.2 A9+/S7.1+ F1 F2 O4.6- Z2/S2mf% O2	TWEET	NNP
So	RR	Z5 A13.3	So	RB
,	,	""	,	,
lets	VVZ	S7.4+ I2.2/H1 T2-	lets	VBZ
go	VVI	M1 A2.1+ A1.1.1 A9- A1.8+ Q2.1 N6+ I2.2 A1.1.2 T2- S3.2 A6.3+ B2-/X1% B1%	go	VB
to	II	Z5	to	TO
the	AT	Z5	the	DT
moon	NN1	W1	moon	NN
!	!	""	!	.
-----	-----	""	-----	CD
Table	NN1	H5 Q1.2 N2	Table	NNP
of	IO	Z5	of	IN
Contents	NN2	A1.8+ Q2.1	Contents	NNP
Niche	NN1	O2 I3.1	Niche	NNP
Website	NN1	Y2	Website	NNP
#1	NNU	I1	#1	RB
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
Goals	NN2	K5.1 X7+	Goals	NNP
Action	NN1	A1.1.1 G3	Action	NNP
Plan	NN1	X7+ C1/H1	Plan	NNP
Niche	NN1	O2 I3.1	Niche	NNP
Website	NN1	Y2	Website	NNP
#2	NNU	I1	#2	NNP
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NNP
Goals	NN2	K5.1 X7+	Goals	NNP
Action	NN1	A1.1.1 G3	Action	NNP
Plan	NN1	X7+ C1/H1	Plan	NNP
Goal	NN1	K5.1 X7+	Goal	NNP
Achieving	VVG	A9+ X9.2+	Achieving	NNP
Guidelines	NN2	S8+	Guidelines	NNS
Niche	NN1	O2 I3.1	Niche	NNP
Website	NN1	Y2	Website	NNP
#1	NNU	I1	#1	RB
This	DD1	Z8 M6 Z5	This	DT
is	VBZ	A3+ Z5	is	VBZ
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
I	PPIS1	Z8mf	I	PRP
bought	VVD	I2.2	bought	VBD
first	MD	N4	first	RB
and	CC	Z5	and	CC
it	PPH1	Z8	it	PRP
brings	VVZ	M2 A2.2	brings	VBZ
in	II	Z5	in	IN
the	AT	Z5	the	DT
main	JJ	A11.1+ N5+++	main	JJ
part	NN1	N5.1- O2 M7 I3.1 S1.1.3+ K4	part	NN
of	IO	Z5	of	IN
my	APPGE	Z8	my	PRP$
income	NN1	I1.1	income	NN
.	.	""	.	.
-----	-----	""	-----	CD
The	AT	Z5	The	DT
monetizing	NN1@	Z99	monetizing	NN
is	VBZ	Z5 A3+	is	VBZ
mostly	RR	A13.2	mostly	RB
done	VDN	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	done	VBN
with	IW	Z5	with	IN
AdSense	NN1	Z99	AdSense	NN
with	IW	Z5	with	IN
a	AT1	Z5	a	DT
bit	NN1	N5- N5.1- O2 Y2	bit	NN
of	IO	Z5	of	IN
Amazone	NP1	Z99	Amazone	NNP
links	VVZ	A2.2 S5+ A1.1.1	links	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
Here	RL	M6 T1.1.2 T1.2	Here	RB
is	VBZ	A3+ Z5	is	VBZ
the	AT	Z5	the	DT
chart	NN1	Q1.2/N2 Q1.2/W1 Q1.2/K3	chart	NN
showing	VVG	A10+ S1.1.1	showing	VBG
the	AT	Z5	the	DT
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
I	PPIS1	Z8mf	I	PRP
am	VBM	Z5 A3+	am	VBP
getting	VVG	M1 A9+ Z5 X9.2+ A2.1+ A2.2 M2 X2.5+ E4.1-	getting	VBG
since	II@	Z5	since	IN
the	AT	Z5	the	DT
day	NNT1	T1.3	day	NN
I	PPIS1	Z8mf	I	CD
bought	VVD	I2.2	bought	VBD
it	PPH1	Z8	it	PRP
(	(	""	(	VBD
no	AT	Z6	no	DT
numbers	NN2	N5 N1 Q1.3 K2 Q4.2	numbers	NNS
for	IF	Z5	for	IN
December	NPM1	T1.3	December	NNP
yet	RR	T1.1.2	yet	RB
)	)	""	)	CD
.	.	""	.	.
-----	-----	""	-----	CD
Website	NN1	Y2	Website	NN
#1	NNU	I1	#1	RB
:	:	""	:	:
Projected	VVN	A10+ X7+ X2.6+ M2 O4.4 X3.2 Q2.2 X2.1	Projected	NNP
vs	II	F2	vs	CC
real	JJ	A3+ A5.2+ A5.4+ A13.3	real	JJ
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
As	CSA	Z4[i5.4.1 Z5	As	IN
you	PPY	Z4[i5.4.2 Z8mf	you	PRP
can	VM	Z4[i5.4.3 A7+	can	MD
see	VVI	Z4[i5.4.4 X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
,	,	""	,	,
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
not	XX	Z6	not	RB
reach	VVI	M1 N3.3 Q2.1 X9.2+	reach	VB
the	AT	Z5	the	DT
expected	JJ	X2.6+	expected	VBN
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
in	II	Z5	in	IN
the	AT	Z5	the	DT
first	MD	N4	first	JJ
month	NNT1	T1.3	month	NN
.	.	""	.	.
-----	-----	""	-----	CD
There	EX	Z5	There	EX
are	VBR	A3+ Z5	are	VBP
two	MC	N1 T3 T1.2	two	CD
reasons	NN2	A2.2 X2.1	reasons	NNS
for	IF	Z5	for	IN
that	DD1	Z8 Z5	that	DT
.	.	""	.	.
-----	-----	""	-----	CD
First	MD	N4	First	NNP
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
not	XX	Z6	not	RB
have	VHI	A9+ Z5 A2.2 S4	have	VB
any	DD	N5.1+ N5	any	DT
Amazon	NN1@	Z2 M7	Amazon	NNP
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
due	II21	A2.2[i6.2.1	due	JJ
to	II22	A2.2[i6.2.2 Z5	to	TO
my	APPGE	Z8	my	PRP$
problems	NN2	A12- X4.1 B2-	problems	NNS
with	IW	Z5	with	IN
Amazon	NP1	Z2 M7	Amazon	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Second	MD	N4	Second	JJ
,	,	""	,	,
it	PPH1	Z8	it	PRP
was	VBDZ	A3+ Z5	was	VBD
my	APPGE	Z8	my	PRP$
start	NN1	T2+ E5-	start	NN
of	IO	Z5	of	IN
working	VVG	I3.1 A1.1.1 X9.2+ A2.1+ A2.2	working	VBG
with	IW	Z5	with	IN
AdSense	NP1	Z99	AdSense	NNP
as	RR21	N5++[i7.2.1	as	RB
well	RR22	N5++[i7.2.2 A5.1+ A13.3 A7+ B2+ Z4	well	RB
,	,	""	,	,
so	CS@	Z5	so	IN
the	AT	Z5	the	DT
ads	NN2	I2.2/Q2.1 X2.2+ A10+	ads	NNS
were	VBDR	Z5 A3+	were	VBD
running	VVG	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4	running	VBG
blank	JJ	O4.1 X9.1- X2.2- G3	blank	NN
for	IF	Z5	for	IN
a	AT1	Z5	a	DT
few	DA2	N5-	few	JJ
days	NNT2	T1.3	days	NNS
while	CS	Z5	while	IN
my	APPGE	Z8	my	PRP$
AdSense	NN1	Z99	AdSense	NNP
account	NN1	I1 I1.3 I2.1 Q2.2 Y2	account	NN
was	VBDZ	A3+ Z5	was	VBD
in	II	Z5	in	IN
the	AT	Z5	the	DT
pre-approval	JJ	Z99	pre-approval	JJ
state	NN1	G1.1c O4.1	state	NN
.	.	""	.	.
-----	-----	""	-----	CD
On	II31	M6[i8.3.1 N5++[i8.3.1 X2.2+[i8.3.1 Z5 Z5[i9.3.1	On	IN
top	II32	M6[i8.3.2 N5++[i8.3.2 X2.2+[i8.3.2 Z5[i9.3.2	top	NN
of	II33	M6[i8.3.3 N5++[i8.3.3 X2.2+[i8.3.3 Z5[i9.3.3	of	IN
that	DD1	Z8 Z5	that	IN
I	PPIS1	Z4[i10.2.1 Z8mf	I	PRP
suspect	VV0	Z4[i10.2.2 X2.1/A5.1- A7	suspect	VBP
that	CST	Z8 Z5	that	IN
after	CS	Z5	after	IN
the	AT	Z5	the	DT
ad	NN1	I2.2/Q2.1 X2.2+ A10+	ad	NN
units	NN2	S5+c O2 H5 H1 N3.1 P1 N1	units	NNS
were	VBDR	Z5 A3+	were	VBD
changed	VVN	A2.1+ I1 B5	changed	VBN
from	II	Z5	from	IN
the	AT	Z5	the	DT
sellers	NN2	I2.2/S2mf I2.2/N5+	sellers	NNS
ones	NN2	Z8	ones	NNS
to	II	Z5	to	TO
mine	PPGE	Z8	mine	NN
,	,	""	,	,
Google	NP1	A4.1 T1.2 X2.4 O2 Y2@	Google	NNP
needed	VVD	S6+	needed	VBD
some	DD	T1.2[i11.2.1 N5 Z5	some	DT
time	NNT1	T1.2[i11.2.2 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
to	TO	Z5	to	TO
adjust	VVI	A2.1+	adjust	VB
the	AT	Z5	the	DT
ads	NN2	I2.2/Q2.1 X2.2+ A10+	ads	NNS
.	.	""	.	.
-----	-----	""	-----	CD
This	DD1	Z8 M6 Z5	This	DT
made	VVD	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	made	VBD
the	AT	Z5	the	DT
ads	NN2	I2.2/Q2.1 X2.2+ A10+	ads	NNS
less	RGR	A13.6	less	RBR
efficient	JJ	X9.1+/I3.2 N3.8+ A1.5.2+	efficient	JJ
and	CC	Z5	and	CC
the	AT	Z5	the	DT
click-through	JJ	Y2	click-through	JJ
rate	NN1	N3.8 N5 I1.3	rate	NN
lower	JJR	M6 N3.7-- N5-- I1.3-- A5.1-- A11.1-- E4.1-- X3.2-- G2.2-- S7.1--	lower	JJR
than	CSN	Z5	than	IN
it	PPH1	Z8	it	PRP
should	VM	S6+ A7+	should	MD
be	VBI	A3+ Z5	be	VB
.	.	""	.	.
-----	-----	""	-----	CD
The	AT	Z5	The	DT
second	MD	N4	second	JJ
month	NNT1	T1.3	month	NN
(	(	""	(	CD
November	NPM1	T1.3	November	NNP
)	)	""	)	NN
was	VBDZ	A3+ Z5	was	VBD
pretty	RG	A13.5	pretty	RB
good	JJ	A5.1+ G2.2+ O4.2+ A1.5.2+ N3.2+	good	JJ
,	,	""	,	,
and	CC	Z5	and	CC
the	AT	Z5	the	DT
real	JJ	A3+ A5.2+ A5.4+ A13.3	real	JJ
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
exceeded	VVD	N5.2+	exceeded	VBD
the	AT	Z5	the	DT
projected	JJ	A10+ X2.6+	projected	VBN
one	PN1	Z8	one	CD
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
did	VDD	Z5 A1.1.1 G2.2- X9.2+ E3- G2.1%	did	VBD
not	XX	Z6	not	RB
do	VDI	A1.1.1 G2.2- X9.2+ E3- N5+ G2.1% Z5	do	VB
anything	PN1	Z8	anything	NN
to	TO	Z5	to	TO
increase	VVI	N5+/A2.1	increase	VB
it	PPH1	Z8	it	PRP
,	,	""	,	,
so	CS@	Z5	so	IN
I	PPIS1	Z8mf	I	PRP
think	VV0	X2.1	think	VBP
it	PPH1	Z8	it	PRP
happened	VVD	A2.1+ A3+ X7-	happened	VBD
because	II21	A2.2[i12.2.1	because	IN
of	II22	A2.2[i12.2.2	of	IN
the	AT	Z5	the	DT
pre-Christmas	JJ	S9/T1.3/N4	pre-Christmas	JJ
season	NNT1	T1.3	season	NN
when	RRQ	Z5	when	WRB
everybody	PN1	Z8/N5.1+c	everybody	NN
is	VBZ	A3+ Z5	is	VBZ
in	II	Z5	in	IN
the	AT	Z5	the	DT
buying	NN1	I2.2	buying	NN
(	(	""	(	NN
and	CC	Z5	and	CC
clicking	VVG	X3.2 Y2 X2.5+ S1.2.1+	clicking	VBG
)	)	""	)	CD
mood	NN1	E1 E3-	mood	NN
.	.	""	.	.
-----	-----	""	-----	CD
You	PPY	Z8mf	You	PRP
may	VM	A7+	may	MD
ask	VVI	Q2.2	ask	VB
how	RRQ	Z5 A13.3	how	WRB
the	AT	Z5	the	DT
projected	JJ	A10+ X2.6+	projected	VBN
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
was	VBDZ	Z5 A3+	was	VBD
calculated	VVN	N2 X7+	calculated	VBN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
did	VDD	A1.1.1 G2.2- X9.2+ E3- G2.1% Z5	did	VBD
it	PPH1	Z8	it	PRP
before	II	Z5	before	IN
buying	VVG	I2.2	buying	VBG
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
to	TO	Z5	to	TO
determine	VVI	A2.2 A7+ X6+	determine	VB
the	AT	Z5	the	DT
fair	JJ	G2.2+ A5.1+ O4.2+ O4.3 W4 N5	fair	JJ
price	NN1	I1.3	price	NN
.	.	""	.	.
-----	-----	""	-----	CD
First	MD	N4[i13.3.1 N4	First	NNP
of	IO	N4[i13.3.2 Z5	of	IN
all	DB	N4[i13.3.3 N5.1+	all	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
took	VVD	A9+ T1.3 C1 A1.1.1 M2 A2.1+ X2.4 P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@	took	VBD
the	AT	Z5	the	DT
top	NN1	A5.1+++[i14.2.1 M6 N4 N5.1+ O2 B5 K6 N5.1-	top	JJ
5	MC	A5.1+++[i14.2.2 N1	5	CD
keywords	NN2	Q3 Y2	keywords	NNS
and	CC	Z5	and	CC
calculated	VVD	N2 X7+	calculated	VBN
how	RGQ@	Z5 A13.3	how	WRB
much	RR	A13.3 N6+	much	JJ
each	DD1	N5.1+	each	DT
of	IO	Z5	of	IN
them	PPHO2	Z8mfn	them	PRP
brings	VVZ	M2 A2.2	brings	VBZ
in	II	Z5	in	IN
the	AT	Z5	the	DT
revenue	NN1	G1.1/I1[i15.2.1 G1.1/I1 I1.1+ Z3c	revenue	NN
based	VVN	G1.1/I1[i15.2.2 T2+ M6 A2.2 A2.2[i16.2.1	based	VBN
on	II	Z5 A2.2[i16.2.2	on	IN
their	APPGE	Z8	their	PRP$
shares	NN2	N5.1- I1.1	shares	NNS
of	IO	Z5	of	IN
the	AT	Z5	the	DT
total	JJ	A13.2 N5.1+	total	JJ
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
.	.	""	.	.
-----	-----	""	-----	CD
Then	RT	N4 Z5 T1.2	Then	RB
I	PPIS1	Z8mf	I	PRP
looked	VVD	X3.4[i17.2.1 X2.4[i17.2.1 X2.1[i17.2.1 A8 X3.4 X2.4 X7+	looked	VBD
at	II	X3.4[i17.2.2 X2.4[i17.2.2 X2.1[i17.2.2 Z5	at	IN
the	AT	Z5	the	DT
traffic	NN1	M3 M4 G2.1-/I2.2 M1 S1.1.2+	traffic	NN
volume	NN1	N3.4 N5 Q4.1 Q4.2 X3.2	volume	NN
of	IO	Z5	of	IN
the	AT	Z5	the	DT
previous	JJ	N4	previous	JJ
year	NNT1	T1.3 P1c	year	NN
for	IF	Z5	for	IN
each	DD1	N5.1+	each	DT
keyword	NN1	Q3 Y2	keyword	NN
per	II	Z5	per	IN
quarter	NN1	N1 N5 T1.3	quarter	NN
(	(	""	(	CD
to	TO	Z5	to	TO
simplify	VVI	A12+/A2.1	simplify	VB
the	AT	Z5	the	DT
calculation	NN1	N2 X2.4	calculation	NN
)	)	""	)	NN
.	.	""	.	.
-----	-----	""	-----	CD
After	II	Z5	After	IN
that	DD1	Z8 Z5	that	DT
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
re-calculated	VVD	N2 X7+ A10-/Q1.2 X3.2/N6+ A11.1- S7.1-/S2mf Y2 I3.1 A1.1.1 Q4 K2 C1 X9.2+ A2.1+ A2.2 Z5 K5.1 M6 S3.2 X2.1 N5 N1 B1 S2mf O4.4 O2 X2.5+	re-calculated	VBD
the	AT	Z5	the	DT
revenue	NN1	G1.1/I1[i18.2.1 G1.1/I1 I1.1+ Z3c	revenue	NN
based	VVN	G1.1/I1[i18.2.2 T2+ M6 A2.2 A2.2[i19.2.1	based	VBN
on	II	Z5 A2.2[i19.2.2	on	IN
theses	NN2	P1/Q1.2 X4.1	theses	DT
numbers	NN2	N5 N1 Q1.3 K2 Q4.2	numbers	NNS
.	.	""	.	.
-----	-----	""	-----	CD
Since	CS	Z5	Since	IN
I	PPIS1	Z8mf	I	PRP
used	VVD	A1.5.1 S7.1+	used	VBD
quarters	NN2	N1 T1.3 H4	quarters	NNS
rather	II21	Z5[i21.2.1 Z5[i20.2.1	rather	RB
than	II22	Z5[i21.2.2 Z5[i20.2.2	than	IN
months	NNT2	T1.3	months	NNS
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
divided	VVD	A6.1- A9-/N5.1 N2	divided	VBD
the	AT	Z5	the	DT
number	NN1	N5 N1 Q1.3 K2 Q4.2	number	NN
by	II	Z5	by	IN
3	MC	N1 T1.2 T3 T1.3 N3.2	3	CD
to	TO	Z5	to	TO
get	VVI	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-	get	VB
the	AT	Z5	the	DT
month	NNT1	T1.3	month	NN
income	NN1	I1.1	income	NN
.	.	""	.	.
-----	-----	""	-----	CD
Here	RL	M6 T1.1.2 T1.2	Here	RB
is	VBZ	A3+ Z5	is	VBZ
the	AT	Z5	the	DT
website	NN1	Y2	website	NN
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
breakdown	NN1	X9.2- A1.1.2 Q2.2 T2- B2-	breakdown	NN
:	:	""	:	:
Amazon	NP1	Z2 M7	Amazon	NNP
vs	II	F2	vs	CC
AdSense	NP1	Z99	AdSense	NNP
.	.	""	.	.
-----	-----	""	-----	CD
Website	NN1	Y2	Website	NN
#1	NNU	I1	#1	RB
:	:	""	:	:
Revenue	NN1	G1.1/I1 I1.1+ Z3c	Revenue	NN
breakdown	NN1	X9.2- A1.1.2 Q2.2 T2- B2-	breakdown	NN
As	CSA	Z4[i22.4.1 Z5	As	IN
you	PPY	Z4[i22.4.2 Z8mf	you	PRP
can	VM	Z4[i22.4.3 A7+	can	MD
see	VVI	Z4[i22.4.4 X3.4 X2.1 S1.1.1 X2.5+ X2.3+ X3 A7+ Z4 S3.2	see	VB
,	,	""	,	,
the	AT	Z5	the	DT
Amazon	NP1	Z2 M7	Amazon	NNP
portion	NN1	N5	portion	NN
is	VBZ	A3+ Z5	is	VBZ
really	RR	A13.3 A5.2+	really	RB
small	JJ	N3.2- N3.7- N5- T3- A11.1- S5-/I2.1 X3.2- A5.1-	small	JJ
,	,	""	,	,
3.4%	FO	Z99	3.4%	CD
of	IO	Z5	of	IN
the	AT	Z5	the	DT
total	JJ	A13.2 N5.1+	total	JJ
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
.	.	""	.	.
-----	-----	""	-----	CD
I	PPIS1	Z8mf	I	PRP
really	RR	A13.3 A5.2+	really	RB
like	VV0	E2+	like	IN
diversified	JJ@	A6.3+	diversified	JJ
sources	NN2	T2+ Q1.1 X2.2 W3/M4	sources	NNS
of	IO	Z5	of	IN
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
(	(	""	(	CD
it	PPH1	Z8	it	PRP
makes	VVZ	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	makes	VBZ
my	APPGE	Z8	my	PRP$
sleep	NN1	B1	sleep	NN
better	RRR	A5.1++ G2.2++ O4.2++	better	JJR
)	)	""	)	CD
,	,	""	,	,
so	CS@	Z5	so	RB
I	PPIS1	Z8mf	I	PRP
plan	VV0	X7+	plan	VBP
to	TO	Z5	to	TO
increase	VVI	N5+/A2.1	increase	VB
the	AT	Z5	the	DT
Amazon	NP1	Z2 M7	Amazon	NNP
part	NN1	N5.1- O2 M7 I3.1 S1.1.3+ K4	part	NN
.	.	""	.	.
-----	-----	""	-----	CD
Hopefully	RR	X2.6+ E4.1+ X9.2+ A5.1+ A13.3	Hopefully	RB
,	,	""	,	,
I	PPIS1	Z8mf	I	PRP
will	VM	T1.1.3	will	MD
increase	VVI	N5+/A2.1	increase	VB
up	RG21	Z5 X9.1+ M6 N4 N5++ T2- A1.1.1 N5+/A2.1	up	RP
to	RG22	Z5 M6	to	TO
10%	NNU	N5	10%	CD
of	IO	Z5	of	IN
the	AT	Z5	the	DT
total	JJ	A13.2 N5.1+	total	JJ
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
,	,	""	,	,
so	CS@	Z5	so	IN
it	PPH1	Z8	it	PRP
would	VM	A7+	would	MD
make	VVI	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	make	VB
about	RG	A13.4	about	IN
$66	NNU	N1 T3 T1.2 G3/S7.1+/S2mf M4/S7.1+/S2mf M5/S7.1+/S2mf K5/S7.1+/S2mf S7.1+ Z1mf N5 N5c A13.4 Z5 K2 S5 B1 S2mf C1 O4.4 O2 X2.1 X2.5+	$66	CD
or	CC	Z5	or	CC
3	MC	N6+[i23.2.1 A13.3[i23.2.1 N1 T1.2 T3 T1.3 N3.2	3	CD
times	NNT2	N6+[i23.2.2 A13.3[i23.2.2 T1 T1.2 T1.3 T1.1.2 N6 N1	times	NNS
more	RRR	A13.3 N6++	more	JJR
than	CSN	Z5	than	IN
it	PPH1	Z8	it	PRP
is	VBZ	Z5 A3+	is	VBZ
making	VVG	A1.1.1 A9+ A2.2 S6+ A3+ A9- X9.2+ X6+	making	VBG
now	RT	T1.1.2 Z4	now	RB
.	.	""	.	.
-----	-----	""	-----	CD
At	II	T1.1.2[i24.4.1 Z5	At	IN
the	AT	T1.1.2[i24.4.2 Z5	the	DT
same	DA	T1.1.2[i24.4.3 A6.1+++	same	JJ
time	NNT1	T1.1.2[i24.4.4 T1 T1.2 T1.3 T1.1.2 N6 N1 K2 G2.1@	time	NN
,	,	""	,	,
the	AT	Z5	the	DT
AdSense	NN1	Z99	AdSense	NNP
revenue	NN1	G1.1/I1 I1.1+ Z3c	revenue	NN
